street,city,state,zip,sales
1284 IRON MTN CEMETERY RD,IRONTON,MO,63650,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
258 MAIN ST,SCHOHARIE,NY,12157,"{'status': {'version': '1.0.0', 'code': 212, 'msg': 'Success without results. No data available for this address.', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
901 N VINE ST,GLENWOOD,IA,51534,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
504 SHARP ST,GLENWOOD,IA,51534,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
416 BROADWAY ST,LIBERTYVILLE,IA,52567,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
411 PEGGYANNE DR,AMERICUS,GA,31709,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
109 GLENWOOD RD,AMERICUS,GA,31709,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 21437514513261, 'fips': '13261', 'apn': '63A 38', 'attomId': 214375145}, 'lot': {'depth': 1600, 'frontage': 1200, 'lotsize1': 0.44, 'lotsize2': 19166}, 'area': {'countrysecsubd': 'Sumter County', 'countyuse1': 'R3', 'muncode': 'SU', 'munname': 'SUMTER', 'subdname': 'GLENWOOD RD'}, 'address': {'country': 'US', 'countrySubd': 'GA', 'line1': '109 GLENWOOD RD', 'line2': 'AMERICUS, GA 31709', 'locality': 'Americus', 'matchCode': 'ExaStr', 'oneLine': '109 GLENWOOD RD, AMERICUS, GA 31709', 'postal1': '31709', 'postal2': '4703', 'postal3': 'C006'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '32.049218', 'longitude': '-84.225913', 'distance': 0.0, 'geoid': 'CO13261, CS1390090, DB1304620, PL1302116, RS0004703148, SB0000131858, SB0000131860, SB0000131862, SB0000131863, SB0000131864, SB0000136695, ZI31709'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Single Family Residence / Townhouse', 'proptype': 'SFR', 'yearbuilt': 1971, 'propLandUse': 'SFR', 'propIndicator': '10'}, 'utilities': {'coolingtype': 'AC.CENTRAL', 'heatingtype': 'CENTRAL', 'watertype': 'Commercial'}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 1980, 'groundfloorsize': 0, 'livingsize': 1980, 'sizeInd': 'LIVING SQFT ', 'universalsize': 1980}, 'rooms': {'bathfixtures': -1, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 2.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 2.0, 'beds': 3, 'roomsTotal': 6}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {'condition': 'AVERAGE', 'foundationtype': 'SLAB', 'roofcover': 'ASPHALT', 'wallType': 'BRICK/STONE'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'levels': 0, 'mobileHomeInd': ' ', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-12-14', 'pubDate': '2018-12-14'}, 'salehistory': [{'salesearchdate': '2015-10-15', 'saleTransDate': '2015-10-15', 'amount': {'saleamt': 103000, 'salecode': 'SALE PRICE (FULL) Full sales price as per documents', 'salerecdate': '2015-10-15', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 34333, 'pricepersizeunit': 52}}]}]}"
415 NOLES RD,OCHLOCKNEE,GA,31773,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
308 SUN VALLEY DR,AMERICUS,GA,31709,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
118 W GLESSNER ST,AMERICUS,GA,31709,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 23749906813261, 'fips': '13261', 'apn': '58 12 7', 'attomId': 237499068}, 'lot': {'depth': 2080, 'frontage': 700, 'lotsize1': 0.33, 'lotsize2': 14375}, 'area': {'countrysecsubd': 'Sumter County', 'countyuse1': 'R3', 'muncode': 'SU', 'munname': 'SUMTER', 'subdname': 'BIVINS ST'}, 'address': {'country': 'US', 'countrySubd': 'GA', 'line1': '118 W GLESSNER ST', 'line2': 'AMERICUS, GA 31709', 'locality': 'Americus', 'matchCode': 'ExaStr', 'oneLine': '118 W GLESSNER ST, AMERICUS, GA 31709', 'postal1': '31709', 'postal2': '4465', 'postal3': 'C001'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '32.056422', 'longitude': '-84.228839', 'distance': 0.0, 'geoid': 'CO13261, CS1390090, DB1304620, PL1302116, SB0000131858, SB0000131860, SB0000131862, SB0000131863, SB0000131864, SB0000136695, ZI31709'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Single Family Residence / Townhouse', 'proptype': 'SFR', 'yearbuilt': 1920, 'propLandUse': 'SFR', 'propIndicator': '10'}, 'utilities': {'coolingtype': 'AC.CENTRAL', 'heatingtype': 'CENTRAL', 'watertype': 'Commercial'}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 1934, 'groundfloorsize': 0, 'livingsize': 1934, 'sizeInd': 'LIVING SQFT ', 'universalsize': 1934}, 'rooms': {'bathfixtures': -1, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 2.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 2.0, 'beds': 3, 'roomsTotal': 7}, 'interior': {'bsmtsize': 0, 'fplccount': 1, 'fplcind': 'Y', 'fplctype': 'YES'}, 'construction': {'condition': 'AVERAGE', 'foundationtype': 'MASONRY', 'roofcover': 'ASPHALT', 'wallType': 'ALUMINUM/VINYL'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'levels': 0, 'mobileHomeInd': ' ', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-12-14', 'pubDate': '2018-12-14'}, 'salehistory': [{'salesearchdate': '2013-5-9', 'saleTransDate': '2013-5-9', 'amount': {'saleamt': 63000, 'salerecdate': '2013-5-9', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 21000, 'pricepersizeunit': 33}}, {'salesearchdate': '2012-5-1', 'saleTransDate': '2012-5-1', 'amount': {'saleamt': 0, 'salerecdate': '2012-5-1', 'saledisclosuretype': 0, 'saletranstype': 'REO (Transfer to Lender)'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2012-5-1', 'saleTransDate': '2012-5-1', 'amount': {'saleamt': 0, 'salerecdate': '2012-5-1', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2005-1-27', 'saleTransDate': '2005-1-27', 'amount': {'saleamt': 125000, 'salerecdate': '2005-1-27', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 41667, 'pricepersizeunit': 65}}, {'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
