street,city,state,zip,sales
2884 E GRAND BLVD,DETROIT,MI,48202,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 17251417426163, 'fips': '26163', 'apn': '030018159', 'apnOrig': '30018159', 'attomId': 172514174}, 'lot': {'depth': 110, 'frontage': 169, 'lotnum': 'D', 'lotsize1': 0.43, 'lotsize2': 18731, 'pooltype': 'NONE'}, 'area': {'countrysecsubd': 'Wayne County', 'muncode': 'WY', 'munname': 'WAYNE', 'subdname': 'ATKINSONS SUB S PT LT 1', 'subdtractnum': '0', 'taxcodearea': '0'}, 'address': {'country': 'US', 'countrySubd': 'MI', 'line1': '2884 E GRAND BLVD', 'line2': 'DETROIT,MI 48202', 'locality': 'Detroit', 'matchCode': 'ExaStr', 'oneLine': '2884 E GRAND BLVD, DETROIT,MI 48202', 'postal1': '48202', 'postal2': '3130', 'postal3': 'C042'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '42.373357', 'longitude': '-83.065964', 'distance': 0.0, 'geoid': 'CO26163, CS2622000, DB2612000, MT30001334, ND0000052829, ND0000052855, ND0000052902, ND0004456220, PL2622000, SB0000093334, SB0000093380, SB0000093381, SB0000093391, SB0000135393, SB0000135896, SB0000135897, SB0000135898, SB0000135899, SB0000135900, SB0000135901, SB0000135902, SB0000135903, ZI48202'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Exempt', 'propsubtype': 'COMMERCIAL', 'proptype': 'PUBLIC (NEC)', 'yearbuilt': 1905, 'propLandUse': 'PUBLIC (NEC)', 'propIndicator': '90'}, 'utilities': {'heatingtype': 'STEAM'}, 'building': {'size': {'bldgsize': 2158, 'grosssize': 2158, 'grosssizeadjusted': 2158, 'groundfloorsize': 0, 'livingsize': 2158, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 2158}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 1079, 'bsmttype': 'UNFINISHED', 'fplccount': 0}, 'construction': {'foundationtype': 'CONCRETE'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 1, 'bldgType': 'COMMERCIAL', 'imprType': 'COMMERCIAL', 'levels': 0, 'mobileHomeInd': ' ', 'storyDesc': 'COMMERCIAL', 'unitsCount': '1', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-7-19', 'pubDate': '2018-7-24'}, 'salehistory': [{'salesearchdate': '2012-10-5', 'saleTransDate': '2012-10-5', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0502660215', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2012-6-5', 'saleTransDate': '2012-6-5', 'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saledocnum': '0499840749', 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
110 E 4TH ST N,TRUMAN,MN,56088,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
9300 JASON AVE NE,MONTICELLO,MN,55362,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
801 W 11TH STREET,ELGIN,TX,78621,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
2214 BADGER LANE,HUNTSVILLE,TX,77320,"{'status': {'version': '1.0.0', 'code': 1, 'msg': 'SuccessWithoutResult', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
7558 STATE ROUTE 12,LOWVILLE,NY,13367,"{'status': {'version': '1.0.0', 'code': 212, 'msg': 'Success without results. No data available for this address.', 'total': 0, 'page': 1, 'pagesize': 10}, 'property': []}"
25 HAZEL ST,WILLITS,CA,95490,"{'status': {'version': '1.0.0', 'code': 211, 'msg': 'Success with results. Address positioning is approximate to the ZIP Code.', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 15747842806045, 'fips': '06045', 'apn': '0062540100', 'apnOrig': '62540100', 'attomId': 157478428}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '1', 'lotsize1': 0.0, 'lotsize2': 0, 'pooltype': 'NONE'}, 'area': {'countrysecsubd': 'Mendocino County', 'countyuse1': '71', 'muncode': 'MN', 'munname': 'MENDOCINO', 'subdname': 'BAECHTEL GROVE ADD', 'subdtractnum': '0', 'taxcodearea': '4011'}, 'address': {'country': 'US', 'countrySubd': 'CA', 'line1': '25 HAZEL ST', 'line2': 'WILLITS, CA 95490', 'locality': 'Willits', 'matchCode': 'ExaStr', 'oneLine': '25 HAZEL ST, WILLITS, CA 95490', 'postal1': '95490'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '39.399683', 'longitude': '-123.350604', 'distance': 0.0, 'geoid': 'CO06045, CS0693740, DB0642560, PL0685600, ZI95490'}, 'summary': {'propclass': 'Exempt', 'propsubtype': 'RESIDENTIAL', 'proptype': 'RELIGIOUS', 'yearbuilt': 0, 'propLandUse': 'RELIGIOUS', 'propIndicator': '90'}, 'utilities': {}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 0, 'groundfloorsize': 0, 'livingsize': 0, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'bldgType': 'TYPE UNKNOWN', 'imprType': 'RESIDENTIAL', 'levels': 0, 'mobileHomeInd': ' ', 'storyDesc': 'TYPE UNKNOWN', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-1-27', 'pubDate': '2018-1-27'}, 'salehistory': [{'salesearchdate': '2013-3-14', 'saleTransDate': '2013-3-14', 'amount': {'saleamt': 0, 'salerecdate': '2013-3-29', 'saledisclosuretype': 0, 'saledocnum': '0000004771', 'saletranstype': 'Nominal - Non/Arms Length Sale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
88 SARATOGA AVE,BATTLE CREEK,MI,49037,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 2, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 21906060526025, 'fips': '26025', 'apn': '13-04-410-031-00', 'attomId': 219060605}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 1.26, 'lotsize2': 54886}, 'area': {'countrysecsubd': 'Calhoun County', 'countyuse1': '701', 'muncode': 'CA', 'munname': 'CALHOUN'}, 'address': {'country': 'US', 'countrySubd': 'MI', 'line1': '88 SARATOGA AVE', 'line2': 'BATTLE CREEK, MI 49037', 'locality': 'Battle Creek', 'matchCode': 'ExaStr', 'oneLine': '88 SARATOGA AVE, BATTLE CREEK, MI 49037', 'postal1': '49037', 'postal2': '2742', 'postal3': 'C065'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '42.349159', 'longitude': '-85.184718', 'distance': 0.0, 'geoid': 'CO26025, CS2606720, DB2600005, MT30000641, RS0000398478, SB0000132588, SB0000132589, SB0000132592, ZI49037'}, 'summary': {'absenteeInd': 'ABSENTEE(MAIL AND SITUS NOT =)', 'propclass': 'Exempt', 'proptype': 'TAX EXEMPT', 'yearbuilt': 0, 'propLandUse': 'TAX EXEMPT', 'propIndicator': '90'}, 'utilities': {}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 0, 'groundfloorsize': 0, 'livingsize': 0, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': -1, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'levels': 0, 'mobileHomeInd': ' ', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-12-21', 'pubDate': '2018-12-21'}, 'salehistory': [{'salesearchdate': '2016-6-29', 'saleTransDate': '2016-6-29', 'amount': {'saleamt': 70000, 'salerecdate': '2016-7-11', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}, {'identifier': {'obPropId': 28866050826025, 'fips': '26025', 'apn': '13-04-410-031-00', 'attomId': 288660508}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 1.26, 'lotsize2': 54886}, 'area': {'countrysecsubd': 'Calhoun County', 'muncode': 'CA', 'munname': 'CALHOUN'}, 'address': {'country': 'US', 'countrySubd': 'MI', 'line1': '88 SARATOGA AVE', 'line2': 'BATTLE CREEK, MI 49037', 'locality': 'Battle Creek', 'matchCode': 'ExaStr', 'oneLine': '88 SARATOGA AVE, BATTLE CREEK, MI 49037', 'postal1': '49037', 'postal2': '2742', 'postal3': 'C065'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '42.349159', 'longitude': '-85.184718', 'distance': 0.0, 'geoid': 'CO26025, CS2606720, DB2600005, MT30000641, RS0000398478, SB0000132588, SB0000132589, SB0000132592, ZI49037'}, 'summary': {'absenteeInd': 'ABSENTEE(MAIL AND SITUS NOT =)', 'propclass': 'Exempt', 'proptype': 'TAX EXEMPT', 'yearbuilt': 0, 'propLandUse': 'TAX EXEMPT', 'propIndicator': '90'}, 'utilities': {}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 0, 'groundfloorsize': 0, 'livingsize': 0, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'levels': 0, 'mobileHomeInd': ' ', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-1-27', 'pubDate': '2018-1-27'}, 'salehistory': [{'salesearchdate': '2016-6-29', 'saleTransDate': '2016-6-29', 'amount': {'saleamt': 70000, 'salerecdate': '2016-7-11', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'salesearchdate': '2014-9-4', 'saleTransDate': '2014-9-4', 'amount': {'saleamt': 0, 'salerecdate': '2014-10-3', 'saledisclosuretype': 0, 'saletranstype': 'Nominal - Non/Arms Length Sale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}, {'identifier': {'obPropId': 21906060526025, 'fips': '26025', 'apn': '13-04-410-031-00', 'attomId': 219060605}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 1.26, 'lotsize2': 54886}, 'area': {'countrysecsubd': 'Calhoun County', 'countyuse1': '701', 'muncode': 'CA', 'munname': 'CALHOUN'}, 'address': {'country': 'US', 'countrySubd': 'MI', 'line1': '88 SARATOGA AVE', 'line2': 'BATTLE CREEK, MI 49037', 'locality': 'Battle Creek', 'matchCode': 'ExaStr', 'oneLine': '88 SARATOGA AVE, BATTLE CREEK, MI 49037', 'postal1': '49037', 'postal2': '2742', 'postal3': 'C065'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '42.349159', 'longitude': '-85.184718', 'distance': 0.0, 'geoid': 'CO26025, CS2606720, DB2600005, MT30000641, RS0000398478, SB0000132588, SB0000132589, SB0000132592, ZI49037'}, 'summary': {'absenteeInd': 'ABSENTEE(MAIL AND SITUS NOT =)', 'propclass': 'Exempt', 'proptype': 'TAX EXEMPT', 'yearbuilt': 0, 'propLandUse': 'TAX EXEMPT', 'propIndicator': '90'}, 'utilities': {}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 0, 'groundfloorsize': 0, 'livingsize': 0, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': -1, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'levels': 0, 'mobileHomeInd': ' ', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-12-21', 'pubDate': '2018-12-21'}, 'salehistory': [{'salesearchdate': '2014-9-4', 'saleTransDate': '2014-9-4', 'amount': {'saleamt': 0, 'salerecdate': '2014-10-3', 'saledisclosuretype': 0, 'saletranstype': 'Nominal - Non/Arms Length Sale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
1650 ELGIN AVE,JOLIET,IL,60432,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 1, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 22626950617197, 'fips': '17197', 'apn': '3007121280250010', 'apnOrig': '3007121280250010', 'attomId': 226269506}, 'lot': {'depth': 0, 'frontage': 0, 'lotnum': '25', 'lotsize1': 0.0, 'lotsize2': 0, 'pooltype': 'NONE'}, 'area': {'blockNum': '128', 'countrysecsubd': 'Will County', 'countyuse1': 'E', 'muncode': 'WI', 'munname': 'WILL', 'srvyRange': '10E', 'srvySection': '12', 'srvyTownship': '35N', 'subdname': 'FAIRACRES', 'subdtractnum': '0', 'taxcodearea': '3018'}, 'address': {'country': 'US', 'countrySubd': 'IL', 'line1': '1650 ELGIN AVE', 'line2': 'JOLIET, IL 60432', 'locality': 'Joliet', 'matchCode': 'ExaStr', 'oneLine': '1650 ELGIN AVE, JOLIET, IL 60432', 'postal1': '60432', 'postal2': '2142', 'postal3': 'C026'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '41.533813', 'longitude': '-88.041943', 'distance': 0.0, 'geoid': 'CO17197, CS1738583, DB1720580, DB1720610, MT30001048, RS0000167978, SB0000084965, SB0000084971, SB0000084983, ZI60432'}, 'summary': {'absenteeInd': 'ABSENTEE(MAIL AND SITUS NOT =)', 'propclass': 'Commercial', 'propsubtype': 'RESIDENTIAL', 'proptype': 'MISC IMPROVEMENTS', 'yearbuilt': 0, 'propLandUse': 'MISC IMPROVEMENTS', 'propIndicator': '20'}, 'utilities': {}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 0, 'groundfloorsize': 0, 'livingsize': 0, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': 0, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {'frameType': 'TYPE UNKNOWN'}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'bldgType': 'TYPE UNKNOWN', 'imprType': 'RESIDENTIAL', 'levels': 0, 'mobileHomeInd': ' ', 'storyDesc': 'TYPE UNKNOWN', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2018-1-27', 'pubDate': '2018-1-27'}, 'salehistory': [{'salesearchdate': '2015-12-9', 'saleTransDate': '2015-12-9', 'amount': {'saleamt': 0, 'salerecdate': '2015-12-21', 'saledisclosuretype': 0, 'saledocnum': '0000108239', 'saletranstype': 'Nominal - Non/Arms Length Sale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
5311 POOLE ROAD,TEXARKANA,AR,71854,"{'status': {'version': '1.0.0', 'code': 0, 'msg': 'SuccessWithResult', 'total': 2, 'page': 1, 'pagesize': 10}, 'property': [{'identifier': {'obPropId': 29120581905091, 'fips': '05091', 'apn': '00573800', 'attomId': 291205819}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 5.06, 'lotsize2': 220414}, 'area': {'countrysecsubd': 'Miller County', 'countyuse1': 'EX'}, 'address': {'country': 'US', 'countrySubd': 'AR', 'line1': '5311 POOLE RD', 'line2': 'TEXARKANA, AR 71854', 'locality': 'Texarkana', 'matchCode': 'ExaStr', 'oneLine': '5311 POOLE RD, TEXARKANA, AR 71854', 'postal1': '71854', 'postal2': '6527', 'postal3': 'R019'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '33.375880', 'longitude': '-93.984228', 'distance': 0.0, 'geoid': 'CO05091, CS0591434, DB0513110, PL0568810, SB0000067050, ZI71854'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Exempt', 'proptype': 'TAX EXEMPT', 'yearbuilt': 0, 'propLandUse': 'TAX EXEMPT', 'propIndicator': '90'}, 'utilities': {}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 0, 'groundfloorsize': 0, 'livingsize': 0, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': -1, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'levels': 0, 'mobileHomeInd': ' ', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2019-1-18', 'pubDate': '2019-1-18'}, 'salehistory': [{'salesearchdate': '2013-6-6', 'saleTransDate': '2013-6-6', 'amount': {'saleamt': 0, 'salerecdate': '2013-6-10', 'saledisclosuretype': 0, 'saledocnum': '2013R004857', 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}, {'identifier': {'obPropId': 29120582005091, 'fips': '05091', 'apn': '00573900', 'attomId': 291205820}, 'lot': {'depth': 0, 'frontage': 0, 'lotsize1': 4.039, 'lotsize2': 175939}, 'area': {'countrysecsubd': 'Miller County', 'countyuse1': 'EX'}, 'address': {'country': 'US', 'countrySubd': 'AR', 'line1': '5311 POOLE RD', 'line2': 'TEXARKANA, AR 71854', 'locality': 'Texarkana', 'matchCode': 'ExaStr', 'oneLine': '5311 POOLE RD, TEXARKANA, AR 71854', 'postal1': '71854', 'postal2': '6527', 'postal3': 'R019'}, 'location': {'accuracy': 'Street', 'elevation': 0.0, 'latitude': '33.375880', 'longitude': '-93.984228', 'distance': 0.0, 'geoid': 'CO05091, CS0591434, DB0513110, PL0568810, SB0000067050, ZI71854'}, 'summary': {'absenteeInd': 'OWNER OCCUPIED', 'propclass': 'Exempt', 'proptype': 'TAX EXEMPT', 'yearbuilt': 0, 'propLandUse': 'TAX EXEMPT', 'propIndicator': '90'}, 'utilities': {}, 'building': {'size': {'bldgsize': 0, 'grosssize': 0, 'grosssizeadjusted': 0, 'groundfloorsize': 0, 'livingsize': 0, 'sizeInd': 'BUILDING SQFT ', 'universalsize': 0}, 'rooms': {'bathfixtures': -1, 'baths1qtr': 0, 'baths3qtr': 0, 'bathscalc': 0.0, 'bathsfull': 0, 'bathshalf': 0, 'bathstotal': 0.0, 'beds': 0, 'roomsTotal': 0}, 'interior': {'bsmtsize': 0, 'fplccount': 0}, 'construction': {}, 'parking': {'prkgSize': 0}, 'summary': {'bldgsNum': 0, 'levels': 0, 'mobileHomeInd': ' ', 'unitsCount': '0', 'yearbuilteffective': 0}}, 'vintage': {'lastModified': '2019-1-18', 'pubDate': '2019-1-18'}, 'salehistory': [{'salesearchdate': '2007-2-26', 'saleTransDate': '2007-2-26', 'amount': {'saleamt': 90000, 'salerecdate': '2007-3-2', 'saledisclosuretype': 0, 'saletranstype': 'Resale'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}, {'amount': {'saleamt': 0, 'saledisclosuretype': 0, 'saletranstype': 'Stand Alone Finance'}, 'calculation': {'priceperbed': 0, 'pricepersizeunit': 0}}]}]}"
